Folder,Workflow,Worklet,Session,Mapping,Instance_Name,Direction,Type,Name,File_or_Table_Name,Directory_or_Connection,Is_Flat_File
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_V_RETAIL_EXPOSURE_EXT_30_CENLAR,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_30_CENLAR,lkp_V_RETAIL_EXPOSURE_EXT_30_CENLAR,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_STG_CECL_MTHLY_SRVCNG_DATA,Target,Relational Lookup,lkp_STG_CECL_MTHLY_SRVCNG_DATA,lkp_STG_CECL_MTHLY_SRVCNG_DATA,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,sql_LOS_TOT_QTR8_4,Target,SQL Transform Midstream Extension,sql_LOS_TOT_QTR8_4,sql_LOS_TOT_QTR8_4,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,sql_RECOVERY_CURRENT_QTR_CENLAR,Target,SQL Transform Midstream Extension,sql_RECOVERY_CURRENT_QTR_CENLAR,sql_RECOVERY_CURRENT_QTR_CENLAR,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_STG_FIS_CONSUMER_LOAN,Target,Relational Lookup,lkp_STG_FIS_CONSUMER_LOAN,lkp_STG_FIS_CONSUMER_LOAN,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,Shortcut_to_RETAIL_EXTRACT_NEW,Target,File Writer,RETAIL_EXTRACT_NEW,retail_extract_citi.tmp,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_DTI_BACK_END_ORIGINAL,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_DTI_BACK_END_ORIGINAL,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_DTI_BACK_END_ORIGINAL,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MARGIN,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MARGIN,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MARGIN,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,SQ_DUAL,Source,Relational Reader,SQ_DUAL,SQ_DUAL,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,sql_LOS_TOT_QTR3_W_CENLAR,Target,SQL Transform Midstream Extension,sql_LOS_TOT_QTR3_W_CENLAR,sql_LOS_TOT_QTR3_W_CENLAR,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,Shortcut_to_RETAIL_EXTRACT_NEW1,Source,File Reader,Shortcut_to_RETAIL_EXTRACT_NEW1,retail_extract_citi.tmp,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,Shortcut_to_V_RETAIL_EXPOSURE_EXT2,Source,Relational Reader,V_RETAIL_EXPOSURE_EXT,V_RETAIL_EXPOSURE_EXT,$DBConnection_ORA_RSO_SRC,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_HELOC,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_HELOC,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_HELOC,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,CECL_TO_EVOLV_RETAIL_BD2,Target,Oracle,CECL_TO_EVOLV_RETAIL_BD2,CECL_TO_EVOLV_RETAIL_BD2,$Target,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,sql_RECOVERY_CURRENT_QTR,Target,SQL Transform Midstream Extension,sql_RECOVERY_CURRENT_QTR,sql_RECOVERY_CURRENT_QTR,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_STG_CECL_RETAIL_RECOVERY,Target,Relational Lookup,lkp_STG_CECL_RETAIL_RECOVERY,lkp_STG_CECL_RETAIL_RECOVERY,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_STG_CECL_MRKT_PROD_MAP_GL_ACCT,Target,Relational Lookup,lkp_STG_CECL_MRKT_PROD_MAP_GL_ACCT,lkp_STG_CECL_MRKT_PROD_MAP_GL_ACCT,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_V_RETAIL_EXPOSURE_EXT_60_CENLAR,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_60_CENLAR,lkp_V_RETAIL_EXPOSURE_EXT_60_CENLAR,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_RETAIL_PROVISION,Target,Relational Lookup,lkp_RETAIL_PROVISION,lkp_RETAIL_PROVISION,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,Shortcut_to_FF_ZIP_STATUS,Target,File Writer,FF_ZIP_STATUS,ff_evl_citi_zip_status.out,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,Shortcut_to_CECL_CTL,Target,File Writer,CECL_CTL,retail_extract_citi_ctl.txt,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_STG_CECL_HIST_MORTGAGE_FICO,Target,Relational Lookup,lkp_STG_CECL_HIST_MORTGAGE_FICO,lkp_STG_CECL_HIST_MORTGAGE_FICO,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_STG_CECL_EEAP_ACCOUNT_NUMBER,Target,Relational Lookup,lkp_STG_CECL_EEAP_ACCOUNT_NUMBER,lkp_STG_CECL_EEAP_ACCOUNT_NUMBER,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,SQ_Shortcut_to_RETAIL_EXTRACT_NEW,Source,File Reader,SQ_Shortcut_to_RETAIL_EXTRACT_NEW,SQ_Shortcut_to_RETAIL_EXTRACT_NEW,,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,DUAL,Source,Oracle,DUAL,DUAL,$DBConnection_ORA_RSO_SRC,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CITI,m_EVL_TGT_V_RET_EXP_EXT_CITI,lkp_V_RETAIL_EXPOSURE_EXT_60,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_60,lkp_V_RETAIL_EXPOSURE_EXT_60,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,sql_LOS_TOT_QTR3_W,Target,SQL Transform Midstream Extension,sql_LOS_TOT_QTR3_W,sql_LOS_TOT_QTR3_W,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_STG_CECL_LKP_INVESTOR,Target,Relational Lookup,lkp_STG_CECL_LKP_INVESTOR,lkp_STG_CECL_LKP_INVESTOR,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_STG_CECL_LOAN_DESCRIPTION,Target,Relational Lookup,lkp_STG_CECL_LOAN_DESCRIPTION,lkp_STG_CECL_LOAN_DESCRIPTION,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,Shortcut_to_RETAIL_EXTRACT_NEW_POST,Target,File Writer,Shortcut_to_RETAIL_EXTRACT_NEW_POST,retail_extract_chase.txt,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_STG_CECL_LKP_RESTRUCTURED_LOAN,Target,Relational Lookup,lkp_STG_CECL_LKP_RESTRUCTURED_LOAN,lkp_STG_CECL_LKP_RESTRUCTURED_LOAN,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_V_RETAIL_EXPOSURE_EXT_30,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_30,lkp_V_RETAIL_EXPOSURE_EXT_30,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MORT,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MORT,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MORT,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,sql_WRITEDOWN_CURRENT_QTR,Target,SQL Transform Midstream Extension,sql_WRITEDOWN_CURRENT_QTR,sql_WRITEDOWN_CURRENT_QTR,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,SQ_Shortcut_to_V_RETAIL_EXPOSURE_EXT2,Source,Relational Reader,SQ_Shortcut_to_V_RETAIL_EXPOSURE_EXT2,SQ_Shortcut_to_V_RETAIL_EXPOSURE_EXT2,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_FICO,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_FICO,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_FICO,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_STG_CECL_MTHLY_SRVCNG_DATA,Target,Relational Lookup,lkp_STG_CECL_MTHLY_SRVCNG_DATA,lkp_STG_CECL_MTHLY_SRVCNG_DATA,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,sql_LOS_TOT_QTR8_4,Target,SQL Transform Midstream Extension,sql_LOS_TOT_QTR8_4,sql_LOS_TOT_QTR8_4,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_STG_FIS_CONSUMER_LOAN,Target,Relational Lookup,lkp_STG_FIS_CONSUMER_LOAN,lkp_STG_FIS_CONSUMER_LOAN,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,Shortcut_to_RETAIL_EXTRACT_NEW,Target,File Writer,RETAIL_EXTRACT_NEW,retail_extract_chase.tmp,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_DTI_BACK_END_ORIGINAL,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_DTI_BACK_END_ORIGINAL,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_DTI_BACK_END_ORIGINAL,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MARGIN,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MARGIN,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MARGIN,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,SQ_DUAL,Source,Relational Reader,SQ_DUAL,SQ_DUAL,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,Shortcut_to_V_RETAIL_EXPOSURE_EXT2,Source,Relational Reader,V_RETAIL_EXPOSURE_EXT,V_RETAIL_EXPOSURE_EXT,$DBConnection_ORA_RSO_SRC,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_HELOC,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_HELOC,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_HELOC,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,CECL_TO_EVOLV_RETAIL_BD2,Target,Oracle,CECL_TO_EVOLV_RETAIL_BD2,CECL_TO_EVOLV_RETAIL_BD2,$Target,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,sql_RECOVERY_CURRENT_QTR,Target,SQL Transform Midstream Extension,sql_RECOVERY_CURRENT_QTR,sql_RECOVERY_CURRENT_QTR,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_STG_CECL_RETAIL_RECOVERY,Target,Relational Lookup,lkp_STG_CECL_RETAIL_RECOVERY,lkp_STG_CECL_RETAIL_RECOVERY,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_STG_CECL_MRKT_PROD_MAP_GL_ACCT,Target,Relational Lookup,lkp_STG_CECL_MRKT_PROD_MAP_GL_ACCT,lkp_STG_CECL_MRKT_PROD_MAP_GL_ACCT,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_RETAIL_PROVISION,Target,Relational Lookup,lkp_RETAIL_PROVISION,lkp_RETAIL_PROVISION,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,Shortcut_to_FF_ZIP_STATUS,Target,File Writer,FF_ZIP_STATUS,ff_evl_chase_zip_status.out,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,Shortcut_to_CECL_CTL,Target,File Writer,CECL_CTL,retail_extract_chase_ctl.txt,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_STG_CECL_HIST_MORTGAGE_FICO,Target,Relational Lookup,lkp_STG_CECL_HIST_MORTGAGE_FICO,lkp_STG_CECL_HIST_MORTGAGE_FICO,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_STG_CECL_EEAP_ACCOUNT_NUMBER,Target,Relational Lookup,lkp_STG_CECL_EEAP_ACCOUNT_NUMBER,lkp_STG_CECL_EEAP_ACCOUNT_NUMBER,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,Shortcut_to_RETAIL_EXTRACT_NEW2,Source,File Reader,Shortcut_to_RETAIL_EXTRACT_NEW2,retail_extract_chase.tmp,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,SQ_Shortcut_to_RETAIL_EXTRACT_NEW,Source,File Reader,SQ_Shortcut_to_RETAIL_EXTRACT_NEW,SQ_Shortcut_to_RETAIL_EXTRACT_NEW,,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,DUAL,Source,Oracle,DUAL,DUAL,$DBConnection_ORA_RSO_SRC,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_CHASE,m_EVL_TGT_V_RET_EXP_EXT_CHASE,lkp_V_RETAIL_EXPOSURE_EXT_60,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_60,lkp_V_RETAIL_EXPOSURE_EXT_60,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_SFTP,m_EVL_SFTP,FF_DUMMY1,Target,File Writer,FF_DUMMY1,ff_dummy11.out,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_SFTP,m_EVL_SFTP,FF_DUMMY,Source,Flat File,FF_DUMMY,FF_DUMMY.txt,$PMSourceFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_SFTP,m_EVL_SFTP,SQ_FF_DUMMY,Source,File Reader,SQ_FF_DUMMY,SQ_FF_DUMMY,,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,sql_LOS_TOT_QTR3_W,Target,SQL Transform Midstream Extension,sql_LOS_TOT_QTR3_W,sql_LOS_TOT_QTR3_W,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_STG_CECL_LKP_INVESTOR,Target,Relational Lookup,lkp_STG_CECL_LKP_INVESTOR,lkp_STG_CECL_LKP_INVESTOR,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_STG_CECL_LOAN_DESCRIPTION,Target,Relational Lookup,lkp_STG_CECL_LOAN_DESCRIPTION,lkp_STG_CECL_LOAN_DESCRIPTION,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,Shortcut_to_RETAIL_EXTRACT_NEW_POST,Target,File Writer,Shortcut_to_RETAIL_EXTRACT_NEW_POST,retail_extract_pnc.txt,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_STG_CECL_LKP_RESTRUCTURED_LOAN,Target,Relational Lookup,lkp_STG_CECL_LKP_RESTRUCTURED_LOAN,lkp_STG_CECL_LKP_RESTRUCTURED_LOAN,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_V_RETAIL_EXPOSURE_EXT_30,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_30,lkp_V_RETAIL_EXPOSURE_EXT_30,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MORT,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MORT,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MORT,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,sql_WRITEDOWN_CURRENT_QTR,Target,SQL Transform Midstream Extension,sql_WRITEDOWN_CURRENT_QTR,sql_WRITEDOWN_CURRENT_QTR,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,SQ_Shortcut_to_V_RETAIL_EXPOSURE_EXT2,Source,Relational Reader,SQ_Shortcut_to_V_RETAIL_EXPOSURE_EXT2,SQ_Shortcut_to_V_RETAIL_EXPOSURE_EXT2,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_FICO,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_FICO,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_FICO,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_STG_CECL_MTHLY_SRVCNG_DATA,Target,Relational Lookup,lkp_STG_CECL_MTHLY_SRVCNG_DATA,lkp_STG_CECL_MTHLY_SRVCNG_DATA,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,sql_LOS_TOT_QTR8_4,Target,SQL Transform Midstream Extension,sql_LOS_TOT_QTR8_4,sql_LOS_TOT_QTR8_4,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_STG_FIS_CONSUMER_LOAN,Target,Relational Lookup,lkp_STG_FIS_CONSUMER_LOAN,lkp_STG_FIS_CONSUMER_LOAN,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,Shortcut_to_RETAIL_EXTRACT_NEW,Target,File Writer,RETAIL_EXTRACT_NEW,retail_extract_pnc.tmp,$PMTargetFileDir&#x5c;,Yes
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_DTI_BACK_END_ORIGINAL,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_DTI_BACK_END_ORIGINAL,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_DTI_BACK_END_ORIGINAL,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MARGIN,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MARGIN,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_MARGIN,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,SQ_DUAL,Source,Relational Reader,SQ_DUAL,SQ_DUAL,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,Shortcut_to_V_RETAIL_EXPOSURE_EXT2,Source,Relational Reader,V_RETAIL_EXPOSURE_EXT,V_RETAIL_EXPOSURE_EXT,$DBConnection_ORA_RSO_SRC,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_HELOC,Target,Relational Lookup,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_HELOC,lkp_V_RETAIL_EXPOSURE_EXT_MEDIAN_HELOC,$Source,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,CECL_TO_EVOLV_RETAIL_BD2,Target,Oracle,CECL_TO_EVOLV_RETAIL_BD2,CECL_TO_EVOLV_RETAIL_BD2,$Target,No
project_EVL,wf_EVL_RETAIL,,s_m_EVL_TGT_V_RET_EXP_EXT_PNC,m_EVL_TGT_V_RET_EXP_EXT_PNC,sql_RECOVERY_CURRENT_QTR,Target,SQL Transform Midstream Extension,sql_RECOVERY_CURRENT_QTR,sql_RECOVERY_CURRENT_QTR,$Source,No
